"assay"	"Sample.Name"	"pool"	"dil"	"run"	"rep"	"CT"
"Assay06"	"4"	2	5	16	1	36.25
"Assay06"	"4"	2	6	16	1	40
"Assay06"	"4"	2	6	16	1	40
"Assay06"	"4"	2	7	16	1	40
"Assay06"	"4"	2	7	16	1	40
"Assay06"	"4"	2	8	16	1	40
"Assay06"	"4"	2	8	16	1	40
"Assay06"	"4"	2	1	16	2	30.1760005950928
"Assay06"	"4"	2	1	16	2	30.42799949646
"Assay06"	"4"	2	2	16	2	32.3209991455078
"Assay06"	"4"	2	2	16	2	32.8849983215332
"Assay06"	"4"	2	3	16	2	36.5
"Assay06"	"4"	2	3	16	2	37.7799987792969
"Assay06"	"4"	2	4	16	2	37.3520011901855
"Assay06"	"4"	2	4	16	2	37.9389991760254
"Assay06"	"4"	2	5	16	2	40
"Assay06"	"4"	2	5	16	2	40
"Assay06"	"4"	2	6	16	2	40
"Assay06"	"4"	2	6	16	2	40
"Assay06"	"4"	2	7	16	2	40
"Assay06"	"4"	2	7	16	2	40
"Assay06"	"4"	2	8	16	2	40
"Assay06"	"4"	2	8	16	2	40
"Assay06"	"4"	2	1	16	3	30.6749992370605
"Assay06"	"4"	2	1	16	3	31.5790004730225
"Assay06"	"4"	2	2	16	3	33.6349983215332
"Assay06"	"4"	2	2	16	3	32.4290008544922
"Assay06"	"4"	2	3	16	3	36.5139999389648
"Assay06"	"4"	2	3	16	3	37.0139999389648
"Assay06"	"4"	2	4	16	3	38.8540000915527
"Assay06"	"4"	2	4	16	3	38.359001159668
"Assay06"	"4"	2	5	16	3	40
"Assay06"	"4"	2	5	16	3	40
"Assay06"	"4"	2	6	16	3	40
"Assay06"	"4"	2	6	16	3	40
"Assay06"	"4"	2	7	16	3	40
"Assay06"	"4"	2	7	16	3	40
"Assay06"	"4"	2	8	16	3	40
"Assay06"	"4"	2	8	16	3	40
"Assay06"	"4"	2	1	16	4	30.5909996032715
"Assay06"	"4"	2	1	16	4	31.0359992980957
"Assay06"	"4"	2	2	16	4	33.4790000915527
"Assay06"	"4"	2	2	16	4	33.7150001525879
"Assay06"	"4"	2	3	16	4	35.7840003967285
"Assay06"	"4"	2	3	16	4	37.0219993591309
"Assay06"	"4"	2	4	16	4	38.5309982299805
"Assay06"	"4"	2	4	16	4	40
"Assay06"	"4"	2	5	16	4	36.9539985656738
"Assay06"	"4"	2	5	16	4	36.7169990539551
"Assay06"	"4"	2	6	16	4	40
"Assay06"	"4"	2	6	16	4	40
"Assay06"	"4"	2	7	16	4	40
"Assay06"	"4"	2	7	16	4	40
"Assay06"	"4"	2	8	16	4	40
"Assay06"	"4"	2	8	16	4	40
"Assay06"	"4"	2	1	16	5	30.7119998931885
"Assay06"	"4"	2	1	16	5	30.67799949646
"Assay06"	"4"	2	2	16	5	33.4080009460449
"Assay06"	"4"	2	2	16	5	33.7820014953613
"Assay06"	"4"	2	3	16	5	36.7879981994629
"Assay06"	"4"	2	3	16	5	37.1040000915527
"Assay06"	"4"	2	4	16	5	36.1879997253418
"Assay06"	"4"	2	4	16	5	37.2830009460449
"Assay06"	"4"	2	5	16	5	40
"Assay06"	"4"	2	5	16	5	40
"Assay06"	"4"	2	6	16	5	40
"Assay06"	"4"	2	6	16	5	40
"Assay06"	"4"	2	7	16	5	40
"Assay06"	"4"	2	7	16	5	40
"Assay06"	"4"	2	8	16	5	40
"Assay06"	"4"	2	8	16	5	40
"Assay06"	"4"	2	1	16	6	31.2749996185303
"Assay06"	"4"	2	1	16	6	31.0960006713867
"Assay06"	"4"	2	2	16	6	35.7470016479492
"Assay06"	"4"	2	2	16	6	36.9459991455078
"Assay06"	"4"	2	3	16	6	36.773998260498
"Assay06"	"4"	2	3	16	6	36.4309997558594
"Assay06"	"4"	2	4	16	6	36.9910011291504
"Assay06"	"4"	2	4	16	6	36.5330009460449
"Assay06"	"4"	2	5	16	6	40
"Assay06"	"4"	2	5	16	6	40
"Assay06"	"4"	2	6	16	6	38.9220008850098
"Assay06"	"4"	2	6	16	6	40
"Assay06"	"4"	2	7	16	6	40
"Assay06"	"4"	2	7	16	6	40
"Assay06"	"4"	2	8	16	6	40
"Assay06"	"4"	2	8	16	6	40
"Assay06"	"4"	2	1	16	7	30.7339992523193
"Assay06"	"4"	2	1	16	7	31.7800006866455
"Assay06"	"4"	2	2	16	7	34.8230018615723
"Assay06"	"4"	2	2	16	7	35.5559997558594
"Assay06"	"4"	2	3	16	7	40
"Assay06"	"4"	2	3	16	7	40
"Assay06"	"4"	2	4	16	7	40
"Assay06"	"4"	2	4	16	7	40
"Assay06"	"4"	2	5	16	7	40
"Assay06"	"4"	2	5	16	7	40
"Assay06"	"4"	2	6	16	7	40
"Assay06"	"4"	2	6	16	7	40
"Assay06"	"4"	2	7	16	7	40
"Assay06"	"4"	2	7	16	7	40
"Assay06"	"4"	2	8	16	7	40
"Assay06"	"4"	2	8	16	7	40
"Assay06"	"4"	3	1	16	1	29.6380004882812
"Assay06"	"4"	3	1	16	1	30.0330009460449
"Assay06"	"4"	3	2	16	1	32.7840003967285
"Assay06"	"4"	3	2	16	1	32.7980003356934
"Assay06"	"4"	3	3	16	1	34.1020011901855
"Assay06"	"4"	3	3	16	1	33.9560012817383
"Assay06"	"4"	3	4	16	1	38.6160011291504
"Assay06"	"4"	3	4	16	1	37.0019989013672
"Assay06"	"4"	3	5	16	1	40
"Assay06"	"4"	3	5	16	1	40
"Assay06"	"4"	3	6	16	1	40
"Assay06"	"4"	3	6	16	1	40
"Assay06"	"4"	3	7	16	1	40
"Assay06"	"4"	3	7	16	1	40
"Assay06"	"4"	3	8	16	1	40
"Assay06"	"4"	3	8	16	1	40
"Assay06"	"4"	3	1	16	2	31.1919994354248
"Assay06"	"4"	3	1	16	2	31.3880004882812
"Assay06"	"4"	3	2	16	2	32.875
"Assay06"	"4"	3	2	16	2	33.8580017089844
"Assay06"	"4"	3	3	16	2	33.7849998474121
"Assay06"	"4"	3	3	16	2	34.1059989929199
"Assay06"	"4"	3	4	16	2	36.1080017089844
"Assay06"	"4"	3	4	16	2	35.5
"Assay06"	"4"	3	5	16	2	40
"Assay06"	"4"	3	5	16	2	40
"Assay06"	"4"	3	6	16	2	40
"Assay06"	"4"	3	6	16	2	40
"Assay06"	"4"	3	7	16	2	40
"Assay06"	"4"	3	7	16	2	40
"Assay06"	"4"	3	8	16	2	40
"Assay06"	"4"	3	8	16	2	40
"Assay06"	"4"	3	1	16	3	30.4130001068115
"Assay06"	"4"	3	1	16	3	30.5550003051758
"Assay06"	"4"	3	2	16	3	33.5810012817383
"Assay06"	"4"	3	2	16	3	33.8499984741211
"Assay06"	"4"	3	3	16	3	34.0540008544922
"Assay06"	"4"	3	3	16	3	33.9449996948242
"Assay06"	"4"	3	4	16	3	40
"Assay06"	"4"	3	4	16	3	40
"Assay06"	"4"	3	5	16	3	40
"Assay06"	"4"	3	5	16	3	40
"Assay06"	"4"	3	6	16	3	40
"Assay06"	"4"	3	6	16	3	40
"Assay06"	"4"	3	7	16	3	40
"Assay06"	"4"	3	7	16	3	40
"Assay06"	"4"	3	8	16	3	40
"Assay06"	"4"	3	8	16	3	40
"Assay06"	"4"	3	1	16	4	31.4060001373291
"Assay06"	"4"	3	1	16	4	31.7409992218018
"Assay06"	"4"	3	2	16	4	33.5999984741211
"Assay06"	"4"	3	2	16	4	33.3320007324219
"Assay06"	"4"	3	3	16	4	37.3549995422363
"Assay06"	"4"	3	3	16	4	36.3429985046387
"Assay06"	"4"	3	4	16	4	37.6889991760254
"Assay06"	"4"	3	4	16	4	39.3019981384277
"Assay06"	"4"	3	5	16	4	40
"Assay06"	"4"	3	5	16	4	40
"Assay06"	"4"	3	6	16	4	40
"Assay06"	"4"	3	6	16	4	40
"Assay06"	"4"	3	7	16	4	40
"Assay06"	"4"	3	7	16	4	40
"Assay06"	"4"	3	8	16	4	40
"Assay06"	"4"	3	8	16	4	40
"Assay06"	"4"	3	1	16	5	30.5410003662109
"Assay06"	"4"	3	1	16	5	30.9570007324219
"Assay06"	"4"	3	2	16	5	33.810001373291
"Assay06"	"4"	3	2	16	5	34.3209991455078
"Assay06"	"4"	3	3	16	5	33.3250007629395
"Assay06"	"4"	3	3	16	5	33.2760009765625
"Assay06"	"4"	3	4	16	5	36.1889991760254
"Assay06"	"4"	3	4	16	5	36.3800010681152
"Assay06"	"4"	3	5	16	5	40
"Assay06"	"4"	3	5	16	5	40
"Assay06"	"4"	3	6	16	5	40
"Assay06"	"4"	3	6	16	5	40
"Assay06"	"4"	3	7	16	5	40
"Assay06"	"4"	3	7	16	5	40
"Assay06"	"4"	3	8	16	5	40
"Assay06"	"4"	3	8	16	5	40
"Assay06"	"4"	3	1	16	6	30.875
"Assay06"	"4"	3	1	16	6	30.8299999237061
"Assay06"	"4"	3	2	16	6	33.9780006408691
"Assay06"	"4"	3	2	16	6	33.7649993896484
"Assay06"	"4"	3	3	16	6	37.6360015869141
"Assay06"	"4"	3	3	16	6	36.4269981384277
"Assay06"	"4"	3	4	16	6	40
"Assay06"	"4"	3	4	16	6	40
"Assay06"	"4"	3	5	16	6	40
"Assay06"	"4"	3	5	16	6	40
"Assay06"	"4"	3	6	16	6	40
"Assay06"	"4"	3	6	16	6	40
"Assay06"	"4"	3	7	16	6	40
"Assay06"	"4"	3	7	16	6	40
"Assay06"	"4"	3	8	16	6	40
"Assay06"	"4"	3	8	16	6	40
"Assay06"	"4"	3	1	16	7	31.4009990692139
"Assay06"	"4"	3	1	16	7	31.5259990692139
"Assay06"	"4"	3	2	16	7	31.3689994812012
"Assay06"	"4"	3	2	16	7	31.681999206543
"Assay06"	"4"	3	3	16	7	34.1150016784668
"Assay06"	"4"	3	3	16	7	34.7599983215332
"Assay06"	"4"	3	4	16	7	35.8819999694824
"Assay06"	"4"	3	4	16	7	37.1920013427734
"Assay06"	"4"	3	5	16	7	40
"Assay06"	"4"	3	5	16	7	40
"Assay06"	"4"	3	6	16	7	40
"Assay06"	"4"	3	6	16	7	40
"Assay06"	"4"	3	7	16	7	40
"Assay06"	"4"	3	7	16	7	40
"Assay06"	"4"	3	8	16	7	40
"Assay06"	"4"	3	8	16	7	40
"Assay06"	"4"	1	1	17	1	28.621000289917
"Assay06"	"4"	1	1	17	1	28.6019992828369
"Assay06"	"4"	1	2	17	1	30.5919990539551
"Assay06"	"4"	1	2	17	1	30.8159999847412
"Assay06"	"4"	1	3	17	1	31.8239994049072
"Assay06"	"4"	1	3	17	1	31.8080005645752
"Assay06"	"4"	1	4	17	1	35.8110008239746
"Assay06"	"4"	1	4	17	1	38.0019989013672
"Assay06"	"4"	1	5	17	1	37.0149993896484
"Assay06"	"4"	1	5	17	1	37.7400016784668
"Assay06"	"4"	1	6	17	1	40
"Assay06"	"4"	1	6	17	1	40
"Assay06"	"4"	1	7	17	1	40
"Assay06"	"4"	1	7	17	1	40
"Assay06"	"4"	1	8	17	1	40
"Assay06"	"4"	1	8	17	1	39.6559982299805
"Assay06"	"4"	1	1	17	2	30.1580009460449
"Assay06"	"4"	1	1	17	2	29.92799949646
"Assay06"	"4"	1	2	17	2	31.1079998016357
"Assay06"	"4"	1	2	17	2	31.8560009002686
"Assay06"	"4"	1	3	17	2	33.4129981994629
"Assay06"	"4"	1	3	17	2	33.5270004272461
"Assay06"	"4"	1	4	17	2	33.4869995117188
"Assay06"	"4"	1	4	17	2	33.5149993896484
"Assay06"	"4"	1	5	17	2	35.8400001525879
"Assay06"	"4"	1	5	17	2	35.6459999084473
"Assay06"	"4"	1	6	17	2	40
"Assay06"	"4"	1	6	17	2	40
"Assay06"	"4"	1	7	17	2	39.7120018005371
"Assay06"	"4"	1	7	17	2	40
"Assay06"	"4"	1	8	17	2	40
"Assay06"	"4"	1	8	17	2	40
"Assay06"	"4"	1	1	17	3	29.4780006408691
"Assay06"	"4"	1	1	17	3	29.3929996490479
"Assay06"	"4"	1	2	17	3	30.7980003356934
"Assay06"	"4"	1	2	17	3	30.5900001525879
"Assay06"	"4"	1	3	17	3	32.5789985656738
"Assay06"	"4"	1	3	17	3	32.576000213623
"Assay06"	"4"	1	4	17	3	32.5620002746582
"Assay06"	"4"	1	4	17	3	33.1459999084473
"Assay06"	"4"	1	5	17	3	38.9949989318848
"Assay06"	"4"	1	5	17	3	40
"Assay06"	"4"	1	6	17	3	39.8279991149902
"Assay06"	"4"	1	6	17	3	40
"Assay06"	"4"	1	7	17	3	40
"Assay06"	"4"	1	7	17	3	40
"Assay06"	"4"	1	8	17	3	40
"Assay06"	"4"	1	8	17	3	40
"Assay06"	"4"	1	1	17	4	30.0450000762939
"Assay06"	"4"	1	1	17	4	30.0599994659424
"Assay06"	"4"	1	2	17	4	32.7410011291504
"Assay06"	"4"	1	2	17	4	32.4309997558594
"Assay06"	"4"	1	3	17	4	33.8979988098145
"Assay06"	"4"	1	3	17	4	35.2910003662109
"Assay06"	"4"	1	4	17	4	36.8190002441406
"Assay06"	"4"	1	4	17	4	35.4650001525879
"Assay06"	"4"	1	5	17	4	37.9129981994629
"Assay06"	"4"	1	5	17	4	38.601001739502
"Assay06"	"4"	1	6	17	4	39.1559982299805
"Assay06"	"4"	1	6	17	4	37.9080009460449
"Assay06"	"4"	1	7	17	4	40
"Assay06"	"4"	1	7	17	4	40
"Assay06"	"4"	1	8	17	4	40
"Assay06"	"4"	1	8	17	4	40
"Assay06"	"4"	1	1	17	5	29.4179992675781
"Assay06"	"4"	1	1	17	5	29.5109996795654
"Assay06"	"4"	1	2	17	5	31.5300006866455
"Assay06"	"4"	1	2	17	5	31.6350002288818
"Assay06"	"4"	1	3	17	5	31.951000213623
"Assay06"	"4"	1	3	17	5	33.0250015258789
"Assay06"	"4"	1	4	17	5	40
"Assay06"	"4"	1	4	17	5	40
"Assay06"	"4"	1	5	17	5	40
"Assay06"	"4"	1	5	17	5	40
"Assay06"	"4"	1	6	17	5	40
"Assay06"	"4"	1	6	17	5	40
"Assay06"	"4"	1	7	17	5	40
"Assay06"	"4"	1	7	17	5	40
"Assay06"	"4"	1	8	17	5	40
"Assay06"	"4"	1	8	17	5	40
"Assay06"	"4"	1	1	17	6	30.8950004577637
"Assay06"	"4"	1	1	17	6	30.5979995727539
"Assay06"	"4"	1	2	17	6	31.7250003814697
"Assay06"	"4"	1	2	17	6	32.5260009765625
"Assay06"	"4"	1	3	17	6	33.8699989318848
"Assay06"	"4"	1	3	17	6	33.9819984436035
"Assay06"	"4"	1	4	17	6	35.5810012817383
"Assay06"	"4"	1	4	17	6	36.3730010986328
"Assay06"	"4"	1	5	17	6	39.4970016479492
"Assay06"	"4"	1	5	17	6	40
"Assay06"	"4"	1	6	17	6	40
"Assay06"	"4"	1	6	17	6	40
"Assay06"	"4"	1	7	17	6	40
"Assay06"	"4"	1	7	17	6	40
"Assay06"	"4"	1	8	17	6	40
"Assay06"	"4"	1	8	17	6	40
"Assay06"	"4"	1	1	17	7	29.9379997253418
"Assay06"	"4"	1	1	17	7	30.6270008087158
"Assay06"	"4"	1	2	17	7	31.6830005645752
"Assay06"	"4"	1	2	17	7	31.5879993438721
"Assay06"	"4"	1	3	17	7	34.0709991455078
"Assay06"	"4"	1	3	17	7	34.9539985656738
"Assay06"	"4"	1	4	17	7	40
"Assay06"	"4"	1	4	17	7	40
"Assay06"	"4"	1	5	17	7	40
"Assay06"	"4"	1	5	17	7	40
"Assay06"	"4"	1	6	17	7	40
"Assay06"	"4"	1	6	17	7	40
"Assay06"	"4"	1	7	17	7	40
"Assay06"	"4"	1	7	17	7	40
"Assay06"	"4"	1	8	17	7	40
"Assay06"	"4"	1	8	17	7	40
"Assay06"	"4"	2	1	17	1	29.9419994354248
"Assay06"	"4"	2	1	17	1	29.7439994812012
"Assay06"	"4"	2	2	17	1	32.9869995117188
"Assay06"	"4"	2	2	17	1	32.1360015869141
"Assay06"	"4"	2	3	17	1	34.2970008850098
"Assay06"	"4"	2	3	17	1	33.7960014343262
"Assay06"	"4"	2	4	17	1	38.5610008239746
"Assay06"	"4"	2	4	17	1	37.7039985656738
"Assay06"	"4"	2	5	17	1	40
"Assay06"	"4"	2	5	17	1	40
"Assay06"	"4"	2	6	17	1	40
"Assay06"	"4"	2	6	17	1	40
"Assay06"	"4"	2	7	17	1	40
"Assay06"	"4"	2	7	17	1	40
"Assay06"	"4"	2	8	17	1	40
"Assay06"	"4"	2	8	17	1	40
"Assay06"	"4"	2	1	17	2	31.3649997711182
"Assay06"	"4"	2	1	17	2	31.3349990844727
"Assay06"	"4"	2	2	17	2	32.8209991455078
"Assay06"	"4"	2	2	17	2	33.1629981994629
"Assay06"	"4"	2	3	17	2	34.3320007324219
"Assay06"	"4"	2	3	17	2	35.5460014343262
"Assay06"	"4"	2	4	17	2	36.2630004882812
"Assay06"	"4"	2	4	17	2	34.060001373291
"Assay06"	"4"	2	5	17	2	36.443000793457
"Assay06"	"4"	2	5	17	2	36.6629981994629
"Assay06"	"4"	2	6	17	2	40
"Assay06"	"4"	2	6	17	2	40
"Assay06"	"4"	2	7	17	2	40
"Assay06"	"4"	2	7	17	2	40
"Assay06"	"4"	2	8	17	2	40
"Assay06"	"4"	2	8	17	2	40
"Assay06"	"4"	2	1	17	3	32.4749984741211
"Assay06"	"4"	2	1	17	3	32.382999420166
"Assay06"	"4"	2	2	17	3	34.9160003662109
"Assay06"	"4"	2	2	17	3	33.8540000915527
"Assay06"	"4"	2	3	17	3	33.5180015563965
"Assay06"	"4"	2	3	17	3	34.6209983825684
"Assay06"	"4"	2	4	17	3	37.9669990539551
"Assay06"	"4"	2	4	17	3	37.9269981384277
"Assay06"	"4"	2	5	17	3	40
"Assay06"	"4"	2	5	17	3	40
"Assay06"	"4"	2	6	17	3	40
"Assay06"	"4"	2	6	17	3	40
"Assay06"	"4"	2	7	17	3	40
"Assay06"	"4"	2	7	17	3	40
"Assay06"	"4"	2	8	17	3	40
"Assay06"	"4"	2	8	17	3	40
"Assay06"	"4"	2	1	17	4	30.3740005493164
"Assay06"	"4"	2	1	17	4	30.7870006561279
"Assay06"	"4"	2	2	17	4	34.4329986572266
"Assay06"	"4"	2	2	17	4	34.5810012817383
"Assay06"	"4"	2	3	17	4	36.3680000305176
"Assay06"	"4"	2	3	17	4	35.6769981384277
"Assay06"	"4"	2	4	17	4	38.4850006103516
"Assay06"	"4"	2	4	17	4	37.7379989624023
"Assay06"	"4"	2	5	17	4	40
"Assay06"	"4"	2	5	17	4	40
"Assay06"	"4"	2	6	17	4	40
"Assay06"	"4"	2	6	17	4	40
"Assay06"	"4"	2	7	17	4	40
"Assay06"	"4"	2	7	17	4	40
"Assay06"	"4"	2	8	17	4	40
"Assay06"	"4"	2	8	17	4	40
"Assay06"	"4"	2	1	17	5	30.30299949646
"Assay06"	"4"	2	1	17	5	30.871000289917
"Assay06"	"4"	2	2	17	5	34.6769981384277
"Assay06"	"4"	2	2	17	5	34.576000213623
"Assay06"	"4"	2	3	17	5	35.5169982910156
"Assay06"	"4"	2	3	17	5	36.2879981994629
"Assay06"	"4"	2	4	17	5	40
"Assay06"	"4"	2	4	17	5	40
"Assay06"	"4"	2	5	17	5	40
"Assay06"	"4"	2	5	17	5	40
"Assay06"	"4"	2	6	17	5	40
"Assay06"	"4"	2	6	17	5	40
"Assay06"	"4"	2	7	17	5	40
"Assay06"	"4"	2	7	17	5	40
"Assay06"	"4"	2	8	17	5	40
"Assay06"	"4"	2	8	17	5	40
"Assay06"	"4"	2	1	17	6	30.8040008544922
"Assay06"	"4"	2	1	17	6	31.0739994049072
"Assay06"	"4"	2	2	17	6	32.9360008239746
"Assay06"	"4"	2	2	17	6	32.7220001220703
"Assay06"	"4"	2	3	17	6	35.5540008544922
"Assay06"	"4"	2	3	17	6	35.0519981384277
"Assay06"	"4"	2	4	17	6	36.2859992980957
"Assay06"	"4"	2	4	17	6	36.9290008544922
"Assay06"	"4"	2	5	17	6	40
"Assay06"	"4"	2	5	17	6	40
"Assay06"	"4"	2	6	17	6	40
"Assay06"	"4"	2	6	17	6	40
"Assay06"	"4"	2	7	17	6	40
"Assay06"	"4"	2	7	17	6	40
"Assay06"	"4"	2	8	17	6	40
"Assay06"	"4"	2	8	17	6	40
"Assay06"	"4"	2	1	17	7	30.4549999237061
"Assay06"	"4"	2	1	17	7	30.7679996490479
"Assay06"	"4"	2	2	17	7	33.2630004882812
"Assay06"	"4"	2	2	17	7	33.6300010681152
"Assay06"	"4"	2	3	17	7	35.2750015258789
"Assay06"	"4"	2	3	17	7	33.9000015258789
"Assay06"	"4"	2	4	17	7	40
"Assay06"	"4"	2	4	17	7	40
"Assay06"	"4"	2	5	17	7	36.6559982299805
"Assay06"	"4"	2	5	17	7	38.5270004272461
"Assay06"	"4"	2	6	17	7	40
"Assay06"	"4"	2	6	17	7	40
"Assay06"	"4"	2	7	17	7	40
"Assay06"	"4"	2	7	17	7	40
"Assay06"	"4"	2	8	17	7	40
"Assay06"	"4"	2	8	17	7	40
"Assay06"	"4"	3	1	17	1	29.8859996795654
"Assay06"	"4"	3	1	17	1	30.0419998168945
"Assay06"	"4"	3	2	17	1	32.6910018920898
"Assay06"	"4"	3	2	17	1	33.0110015869141
"Assay06"	"4"	3	3	17	1	40
"Assay06"	"4"	3	3	17	1	32.9959983825684
"Assay06"	"4"	3	4	17	1	36.2639999389648
"Assay06"	"4"	3	4	17	1	36.0929985046387
"Assay06"	"4"	3	5	17	1	40
"Assay06"	"4"	3	5	17	1	40
"Assay06"	"4"	3	6	17	1	40
"Assay06"	"4"	3	6	17	1	40
"Assay06"	"4"	3	7	17	1	39.3969993591309
"Assay06"	"4"	3	7	17	1	40
"Assay06"	"4"	3	8	17	1	40
"Assay06"	"4"	3	8	17	1	40
"Assay06"	"4"	3	1	17	2	30.0410003662109
"Assay06"	"4"	3	1	17	2	29.9979991912842
"Assay06"	"4"	3	2	17	2	32.234001159668
"Assay06"	"4"	3	2	17	2	31.6919994354248
"Assay06"	"4"	3	3	17	2	36.2840003967285
"Assay06"	"4"	3	3	17	2	35.3120002746582
"Assay06"	"4"	3	4	17	2	38.1199989318848
"Assay06"	"4"	3	4	17	2	38.2200012207031
"Assay06"	"4"	3	5	17	2	40
"Assay06"	"4"	3	5	17	2	40
"Assay06"	"4"	3	6	17	2	40
"Assay06"	"4"	3	6	17	2	40
"Assay06"	"4"	3	7	17	2	40
"Assay06"	"4"	3	7	17	2	40
"Assay06"	"4"	3	8	17	2	40
"Assay06"	"4"	3	8	17	2	40
"Assay06"	"4"	3	1	17	3	31.1509990692139
"Assay06"	"4"	3	1	17	3	32.201000213623
"Assay06"	"4"	3	2	17	3	32.4099998474121
"Assay06"	"4"	3	2	17	3	31.9580001831055
"Assay06"	"4"	3	3	17	3	36.4329986572266
"Assay06"	"4"	3	3	17	3	35.6570014953613
"Assay06"	"4"	3	4	17	3	40
"Assay06"	"4"	3	4	17	3	40
"Assay06"	"4"	3	5	17	3	40
"Assay06"	"4"	3	5	17	3	40
"Assay06"	"4"	3	6	17	3	40
"Assay06"	"4"	3	6	17	3	40
"Assay06"	"4"	3	7	17	3	40
"Assay06"	"4"	3	7	17	3	40
"Assay06"	"4"	3	8	17	3	40
"Assay06"	"4"	3	8	17	3	40
"Assay06"	"4"	3	1	17	4	30.55299949646
"Assay06"	"4"	3	1	17	4	31.2129993438721
"Assay06"	"4"	3	2	17	4	32.7309989929199
"Assay06"	"4"	3	2	17	4	33.1609992980957
"Assay06"	"4"	3	3	17	4	35.3740005493164
"Assay06"	"4"	3	3	17	4	37.3120002746582
"Assay06"	"4"	3	4	17	4	37.1549987792969
"Assay06"	"4"	3	4	17	4	37.1949996948242
"Assay06"	"4"	3	5	17	4	40
"Assay06"	"4"	3	5	17	4	40
"Assay06"	"4"	3	6	17	4	40
"Assay06"	"4"	3	6	17	4	40
"Assay06"	"4"	3	7	17	4	40
"Assay06"	"4"	3	7	17	4	40
"Assay06"	"4"	3	8	17	4	40
"Assay06"	"4"	3	8	17	4	40
"Assay06"	"4"	3	1	17	5	30.8509998321533
"Assay06"	"4"	3	1	17	5	31.5820007324219
"Assay06"	"4"	3	2	17	5	33.890998840332
"Assay06"	"4"	3	2	17	5	34.9300003051758
"Assay06"	"4"	3	3	17	5	38.3359985351562
"Assay06"	"4"	3	3	17	5	37.2820014953613
"Assay06"	"4"	3	4	17	5	40
"Assay06"	"4"	3	4	17	5	40
"Assay06"	"4"	3	5	17	5	40
"Assay06"	"4"	3	5	17	5	40
"Assay06"	"4"	3	6	17	5	40
"Assay06"	"4"	3	6	17	5	40
"Assay06"	"4"	3	7	17	5	40
"Assay06"	"4"	3	7	17	5	40
"Assay06"	"4"	3	8	17	5	40
"Assay06"	"4"	3	8	17	5	40
"Assay06"	"4"	3	1	17	6	31.1760005950928
"Assay06"	"4"	3	1	17	6	31.2560005187988
"Assay06"	"4"	3	2	17	6	31.9619998931885
"Assay06"	"4"	3	2	17	6	32.3759994506836
"Assay06"	"4"	3	3	17	6	34.3940010070801
"Assay06"	"4"	3	3	17	6	33.9939994812012
"Assay06"	"4"	3	4	17	6	40
"Assay06"	"4"	3	4	17	6	40
"Assay06"	"4"	3	5	17	6	40
"Assay06"	"4"	3	5	17	6	40
"Assay06"	"4"	3	6	17	6	40
"Assay06"	"4"	3	6	17	6	40
"Assay06"	"4"	3	7	17	6	40
"Assay06"	"4"	3	7	17	6	40
"Assay06"	"4"	3	8	17	6	40
"Assay06"	"4"	3	8	17	6	40
"Assay06"	"4"	3	1	17	7	30.5130004882812
"Assay06"	"4"	3	1	17	7	30.8680000305176
"Assay06"	"4"	3	2	17	7	34.8619995117188
"Assay06"	"4"	3	2	17	7	33.8199996948242
"Assay06"	"4"	3	3	17	7	35.1269989013672
"Assay06"	"4"	3	3	17	7	35.1020011901855
"Assay06"	"4"	3	4	17	7	37.0270004272461
"Assay06"	"4"	3	4	17	7	37.7369995117188
"Assay06"	"4"	3	5	17	7	40
"Assay06"	"4"	3	5	17	7	40
"Assay06"	"4"	3	6	17	7	40
"Assay06"	"4"	3	6	17	7	40
"Assay06"	"4"	3	7	17	7	40
"Assay06"	"4"	3	7	17	7	40
"Assay06"	"4"	3	8	17	7	40
"Assay06"	"4"	3	8	17	7	40
"Assay06"	"4"	1	1	18	1	28.761999130249
"Assay06"	"4"	1	1	18	1	29.0900001525879
"Assay06"	"4"	1	2	18	1	29.9559993743896
"Assay06"	"4"	1	2	18	1	29.9759998321533
"Assay06"	"4"	1	3	18	1	33.6990013122559
"Assay06"	"4"	1	3	18	1	32.5750007629395
"Assay06"	"4"	1	4	18	1	35.2719993591309
"Assay06"	"4"	1	4	18	1	35.2820014953613
"Assay06"	"4"	1	5	18	1	36.875
"Assay06"	"4"	1	5	18	1	37.7729988098145
"Assay06"	"4"	1	6	18	1	40
"Assay06"	"4"	1	6	18	1	40
"Assay06"	"4"	1	7	18	1	40
"Assay06"	"4"	1	7	18	1	40
"Assay06"	"4"	1	8	18	1	39.4210014343262
"Assay06"	"4"	1	8	18	1	38.9830017089844
"Assay06"	"4"	1	1	18	2	28.7740001678467
"Assay06"	"4"	1	1	18	2	29.2189998626709
"Assay06"	"4"	1	2	18	2	30.9769992828369
"Assay06"	"4"	1	2	18	2	31.2390003204346
"Assay06"	"4"	1	3	18	2	33.3050003051758
"Assay06"	"4"	1	3	18	2	32.8540000915527
"Assay06"	"4"	1	4	18	2	40
"Assay06"	"4"	1	4	18	2	40
"Assay06"	"4"	1	5	18	2	35.0579986572266
"Assay06"	"4"	1	5	18	2	34.5
"Assay06"	"4"	1	6	18	2	40
"Assay06"	"4"	1	6	18	2	39.3429985046387
"Assay06"	"4"	1	7	18	2	40
"Assay06"	"4"	1	7	18	2	40
"Assay06"	"4"	1	8	18	2	40
"Assay06"	"4"	1	8	18	2	40
